,aspects,frequency,emotions
5669,soft advertised horror,1,Surprise
5670,logical explained way,1,
5671,forgive using word,1,Angry
5672,sound make dialogue,1,Sad
5673,capable enlisting viewer,1,Fear
5674,great acting august,1,Happy
5675,solid engaging performance,1,Fear
5676,stellar supporting jeffrey,1,
5677,obvious revealing mistake,1,Surprise
5678,bad turned story,1,Surprise
5679,u want body,1,
5680,romantic leading man,1,Happy
5681,uniform entered war,1,
5682,u made think,1,Surprise
5683,many realized ha,1,
5684,religious understanding tolerance,1,
5685,dalmatian inspired villain,1,Happy
5686,similar making blanket,1,Sad
5687,possible put heart,1,Sad
5688,hoyle rotating grave,1,
5689,generic boring entry,1,Sad
5690,prepubescent squalling line,1,Fear
5691,ludwig find day,1,Happy
5692,capable traveling time,1,Fear
5693,tired seeing heroin,1,
5694,white freckled skin,1,Fear
5695,wallow intoxicating experience,1,Happy
5696,single make jones,1,Sad
5697,left scratching head,1,Fear
5698,black created emptiness,1,Sad
5699,else playing fun,1,Happy
5700,evil looking girl,1,Surprise
5701,rebellious fighting rusty,1,Sad
5702,little saying thing,1,Surprise
5703,collar loading dock,1,Sad
5704,child take adult,1,
5705,busy playing mario,1,Fear
5706,alive providing course,1,
5707,worth buck blockbuster,1,Fear
5708,graphic killing reason,1,Surprise
5709,scary rolling cartoon,1,Fear
5710,young singing sunshine,1,
5711,serious involving politics,1,Fear
5712,ak trying cover,1,Fear
5713,intentional based merit,1,Sad
5714,unfulfilling take pledge,1,Sad
5715,good acting actress,1,Happy
5716,dramatic considering extent,1,Sad
5717,buoyed sizzling chemistry,1,Angry
5718,un edited version,1,
5719,willingness give everything,1,Sad
5720,wooden acting end,1,
5721,dark turn event,1,Surprise
5722,historical changed escape,1,Fear
5723,popcorn drinking beer,1,
5724,ok acting wa,1,
5725,ok bought copy,1,
5726,madrid spend money,1,
5727,u suffocating office,1,
5728,overwrought horrifying direction,1,Sad
5729,u want picture,1,
5730,mind make sense,1,Surprise
5731,horrendous acting hot,1,Sad
5732,human created fine,1,Happy
5733,sad took tv,1,Surprise
5734,regular increased length,1,
5735,difficult dealing negativity,1,
5736,lust destroyed peace,1,Fear
5737,single make forum,1,Sad
5738,short ordering murder,1,Angry
5739,rival boris karloff,1,
5740,much enjoyed watching,1,Happy
5741,finish think everything,1,Surprise
5742,wish say synopsis,1,Surprise
5743,able save process,1,
5744,possible connected begets,1,
5745,ripple opening scene,1,Fear
5746,objective creating retribution,1,
5747,privy love triangle,1,Happy
5748,real annoying author,1,Sad
5749,great seen silhouette,1,Happy
5750,various acting style,1,
5751,cynical ruling family,1,Fear
5752,cleopatra keep pet,1,
5753,quiet subdued night,1,Sad
5754,start playing character,1,Fear
5755,cold going business,1,Fear
5756,impressive take eye,1,Happy
5757,grate stuck tell,1,Angry
5758,american working woman,1,Fear
5759,uniform patroling street,1,Sad
5760,bad took biscuit,1,Surprise
5761,different appreciated dune,1,Happy
5762,key turning point,1,Surprise
5763,morgan telling experience,1,Sad
5764,sorry love everything,1,Sad
5765,salvageable justify investment,1,Fear
5766,wa looking watch,1,Surprise
5767,faux frightening episode,1,Sad
5768,wrong stating series,1,Sad
5769,reality live lot,1,Sad
5770,wrong acting story,1,
5771,realistic know time,1,
5772,jealous lived america,2,
5773,normal recommend everybody,1,
5774,hear seeing trailer,1,
5775,bad giving half,1,Sad
5776,chinatown destroying merchant,1,Fear
5777,shot set look,1,Fear
5778,incapable acting reporter,1,
5779,actor searching memory,1,
5780,overall censored cheezy,1,Fear
5781,le complicated string,1,Fear
5782,u remember kind,1,Happy
5783,mean taking idea,1,Surprise
5784,shine helen slater,1,
5785,siren echoing secular,1,
5786,italian converted christ,1,
5787,lover playing moralist,1,Fear
5788,sympathy given character,1,Fear
5789,girl loving thing,1,Surprise
5790,chuck come anyone,1,
5791,bad agonizing watch,1,Surprise
5792,ridiculous casting design,1,Surprise
5793,recall took pledge,1,Surprise
5794,controversial shocking series,1,Surprise
5795,weak directing hong,1,Sad
5796,started promising note,1,Sad
5797,lohan coming fan,1,Surprise
5798,superior glossed hollywood,1,Fear
5799,u known trick,1,Surprise
5800,tribe meaning anything,1,
5801,imperial reckoning caroline,1,
5802,portuguese fled angola,1,Fear
5803,ordinary eking living,1,Fear
5804,loud thinking genius,1,Surprise
5805,first begin question,1,Surprise
5806,survive cunning maleficence,1,Angry
5807,minimal serving advance,1,
5808,enthusiastic discussing specimen,1,Happy
5809,geek wandered period,1,
5810,lose acting dog,1,Sad
5811,become say everyone,1,Surprise
5812,ingenious bedspring symphony,1,Happy
5813,doe take approach,1,
5814,mess made director,1,Angry
5815,excellent supporting turn,1,Happy
5816,good looking babe,1,Happy
5817,hard believe light,1,Angry
5818,inconsequential reimagining year,1,
5819,sumptuous supporting cast,1,
5820,easy going husband,1,Fear
5821,intelligent using drug,1,
5822,much get chance,1,Fear
5823,first seeing drive,1,Surprise
5824,portrayal gave reason,1,Sad
5825,likely induce yawn,1,Surprise
5826,carnivorous gave feeling,1,Fear
5827,modern getting age,1,Angry
5828,clear beginning film,1,Sad
5829,shallow acting effect,1,Surprise
5830,great came time,1,Happy
5831,overall say movie,1,Surprise
5832,flick want pull,1,
5833,stupid pandering behalf,1,
5834,america talk machine,1,Fear
5835,third string clark,1,
5836,ridiculous know anything,1,
5837,good make look,1,Happy
5838,middle aged maggie,1,Angry
5839,undecided browning director,1,Surprise
5840,personal involving life,1,Fear
5841,wonderful acting suspense,1,Surprise
5842,unnecessary added case,1,Sad
5843,flat mentioned irritates,1,Angry
5844,ridiculous considered comedy,1,Sad
5845,red wart nosebleed,1,Angry
5846,mask end body,1,Sad
5847,theory think someone,1,Surprise
5848,girl saying save,1,Surprise
5849,last go home,1,Sad
5850,nice expected see,1,Happy
5851,notorious wapping district,1,
5852,commendable satisfying entry,1,Happy
5853,several ending people,1,Fear
5854,strange looking egg,1,Fear
5855,sized take home,1,Sad
5856,loose killing anyone,1,Surprise
5857,many amusing fun,1,Happy
5858,thin keep audience,1,
5859,halt considering line,1,Fear
5860,smith written screenplay,1,
5861,stoic facade marthe,1,
5862,mean find wife,1,
5863,favorite seen betta,1,Happy
5864,rich steve st,1,Fear
5865,broad served drink,1,Fear
5866,guess opening scene,1,Surprise
5867,dead beginning movie,1,
5868,purposeful depraved act,1,
5869,unclear wanted revenge,1,Fear
5870,much based film,1,Sad
5871,believable considering life,1,Sad
5872,white settling region,1,Fear
5873,give riveting performance,1,Surprise
5874,fine given dwarf,1,Happy
5875,merciful emerged man,1,
5876,thrive animated condition,1,
5877,cynical lost magic,1,Surprise
5878,biodome came film,1,Surprise
5879,swear watching cop,1,Angry
5880,enjoyable gone director,1,Happy
5881,funny love story,1,Happy
5882,similar looking friend,1,Happy
5883,dummy driving car,1,Fear
5884,cruel maintain identity,1,Sad
5885,brilliant acting pierce,1,Happy
5886,old fashioned potboiler,1,
5887,feature supporting role,1,
5888,self sacrificing wife,1,Fear
5889,delannoy including afore,1,
5890,directorial outing man,1,Angry
5891,vague given line,1,Fear
5892,salesman try move,1,
5893,fist waving hand,1,Angry
5894,huge flying robot,1,Fear
5895,hard get way,1,Angry
5896,mr stood ground,1,Fear
5897,sick finishing meal,1,Sad
5898,marry girlfriend sarah,1,
5899,general take bit,1,
5900,dull amazing music,1,Surprise
5901,graphic lighting shadow,1,Sad
5902,nice fitting distance,1,Happy
5903,historical portraying story,1,
5904,great ending man,1,Happy
5905,bad give detail,1,Sad
5906,hunter hobbling roseanna,1,
5907,doe stating power,1,Angry
5908,terrible acting make,1,Sad
5909,watched answered email,1,Surprise
5910,unbelievable acting mean,1,
5911,exciting get part,1,Sad
5912,hear terrified shout,1,Surprise
5913,chin buried paw,1,
5914,intolerant loved grandson,1,Happy
5915,meant hurt lack,1,Sad
5916,wrong make change,1,Sad
5917,hilarious think people,1,Happy
5918,many take goodness,1,
5919,tedious supporting player,1,
5920,hey look kind,1,Happy
5921,heavy breathing score,1,Angry
5922,dead possessed travel,1,
5923,start let fact,1,Sad
5924,sorry wasted time,1,Sad
5925,ho winning actress,1,
5926,overall found waste,1,
5927,ha watching watch,1,Surprise
5928,surprise changing title,1,Surprise
5929,usa become hairdresser,1,
5930,memorable according blogger,1,
5931,many known older,1,
5932,garish bumped quicker,1,Surprise
5933,fit called mystery,1,Happy
5934,interesting know longevity,1,Happy
5935,enough given director,1,Surprise
5936,tedious reading instruction,1,
5937,fan disregarding outsider,1,
5938,spontaneous detonating man,1,Surprise
5939,confused looking tv,1,Fear
5940,stephen king eat,1,Fear
5941,pal stuck help,1,Surprise
5942,creepy seeing men,1,Fear
5943,moronic sized look,1,
5944,clumsy opening reel,1,Sad
5945,previous leaving finance,1,
5946,big wanted mystery,1,
5947,ridiculous dubbed dialogue,1,
5948,guy played austin,1,Fear
5949,good compared work,1,Happy
5950,sikh allowed cross,1,Angry
5951,gentle visiting alludes,1,
5952,sure lived part,1,Fear
5953,natural looking breast,1,
5954,trimble apeing kurt,1,
5955,generous outpouring profanity,1,Happy
5956,underhanded opposing brandon,1,
5957,act set smack,1,Fear
5958,horrible acting mute,1,Surprise
5959,exhaust leaking compartment,1,
5960,cool opening sequence,1,Happy
5961,poor acting plot,1,
5962,scary going blunt,1,Fear
5963,bad looking nudity,1,Sad
5964,young came video,1,Surprise
5965,folk liked mind,1,Surprise
5966,believable come dit,1,
5967,multiple viewing heck,1,
5968,wonderful dancing scene,1,Surprise
5969,mysterious calling card,1,Surprise
5970,dead leave courtroom,1,
5971,end throwing tape,1,
5972,dark menacing dragon,1,Sad
5973,lousy done sci,1,Angry
5974,past drawing board,1,Sad
5975,able leave recommendation,1,
5976,fine acting player,1,Happy
5977,wa start hollywood,1,
5978,preachy concerning immigration,1,Fear
5979,second ending check,1,Fear
5980,ironic hosted death,1,Fear
5981,classic say group,1,Surprise
5982,wish released dvd,1,
5983,curse come film,1,
5984,memorable targeted family,1,Surprise
5985,big budgeted use,1,
5986,dependable phoning performance,1,Fear
5987,cool looking monster,1,Happy
5988,potent sexualized anxiety,1,Sad
5989,sight automatized lust,1,
5990,schlub get message,1,
5991,joint killing mobster,1,Surprise
5992,die jumping building,1,Surprise
5993,symmetric lighting cigarette,1,
5994,true hijacking actor,1,
5995,midnight showing movie,1,Surprise
5996,weak cried day,1,Happy
5997,understandable considering task,1,Sad
5998,difficult balancing act,1,Fear
5999,u struggling find,1,
6000,standard expect person,1,Happy
6001,u believe loan,1,
6002,optional say dialogue,1,Surprise
6003,franchise come part,1,
6004,classic emerged period,1,
6005,agent cutting edge,1,Sad
6006,wa trying myth,1,
6007,surprising considering j,1,Surprise
6008,great lasted idea,1,Happy
6009,possible coming woman,1,Surprise
6010,open recommend anyone,1,Fear
6011,worth seeing garbage,1,Fear
6012,bleak depressing wanders,1,Sad
6013,read choosing story,1,
6014,irony globalized china,1,Sad
6015,open making funding,1,Fear
6016,mean acting want,1,
6017,unrealistic told girlfriend,1,Sad
6018,poor think director,1,Surprise
6019,special apposed watch,1,Surprise
6020,similar presented alienation,1,
6021,wa expect george,1,Happy
6022,interesting amusing plot,1,Happy
6023,unique supporting cast,1,
6024,eclectic entertaining blend,1,
6025,katie played zooey,1,Fear
6026,true wanted get,1,
6027,offensive including year,1,Sad
6028,regret watching fact,1,Surprise
6029,died sold family,1,Surprise
6030,intent bringing peace,1,Surprise
6031,western asking way,1,Fear
6032,relative making heart,1,Sad
6033,revive make dollar,1,Sad
6034,similarity end reaper,1,
6035,unforeseen interesting development,1,Happy
6036,certain revealed change,1,Surprise
6037,bad hunted mobster,1,Surprise
6038,concerned alarmed see,1,Surprise
6039,subtext watching joel,1,Surprise
6040,logical saying point,1,Surprise
6041,predicament stealing dog,1,Surprise
6042,alcoholic put charge,1,Happy
6043,warm earned oscar,1,Fear
6044,repugnant wretched melodrama,1,Angry
6045,girl terrorized child,1,Surprise
6046,familiar writing critque,1,
6047,old know people,1,
6048,specific accepted fact,1,
6049,problematic enjoyed hollywood,1,Happy
6050,anguish distinguished example,1,Sad
6051,good feeling viewer,1,Happy
6052,hey look space,1,Surprise
6053,countryside turning everything,1,Surprise
6054,inexplicable falling debris,1,
6055,screen judging production,1,
6056,useless fortunate enemy,1,Happy
6057,gratified opening weekend,1,Happy
6058,credential done cinematography,1,
6059,silent running star,1,
6060,natural misused make,1,Sad
6061,participant felt realm,1,Sad
6062,turkey come sub,1,
6063,funny opening sequence,1,Surprise
6064,canadian frigtening scene,1,
6065,small fictionalized portion,1,
6066,tough armed kid,1,Happy
6067,hybrid sounding music,1,
6068,smile delivered film,1,Happy
6069,feeble minded xvi,1,Surprise
6070,huge set life,1,Fear
6071,excellent harried executive,1,Happy
6072,awful tempted watch,1,Surprise
6073,involved strangling people,1,Fear
6074,write essay afterwards,1,
6075,hideous demented divorcee,1,Angry
6076,poor acting lack,1,
6077,toilet say reply,1,Surprise
6078,good written style,1,Happy
6079,element love authenticity,1,Happy
6080,psychopathy suggesting nation,1,
6081,immature learned nothing,1,
6082,wooden acting par,1,
6083,feeble annoying trey,1,Sad
6084,miserable categorized comedy,1,
6085,cameraman shooting example,1,
6086,short straight point,1,Angry
6087,religious fascinated see,1,
6088,bible travelling france,1,
6089,anti got offer,1,Fear
6090,bad quitting school,1,Sad
6091,diary trying tell,1,Sad
6092,professional take tour,1,
6093,bother seeing day,1,Happy
6094,curious see society,1,Surprise
6095,ta make miracle,1,Surprise
6096,follow happened book,1,
6097,wrong standing thing,1,Surprise
6098,inessential involving activity,1,Fear
6099,good natured bumbler,1,Happy
6100,spy loving mother,1,Happy
6101,impossible stealing scene,1,Surprise
6102,capture feeling california,1,Happy
6103,kill including death,1,Surprise
6104,comedy expect anything,1,Happy
6105,aware following cool,1,Happy
6106,moxie continued butch,1,
6107,philippine made movie,1,Sad
6108,thin stretching star,1,
6109,inexplicable rotating glass,1,
6110,entire escorted office,1,Fear
6111,difficult make today,1,Sad
