,aspects_AVN,emotions
8980,start playing character,Fear
8981,,
8982,,
8983,,
8984,,
8985,,
8986,,
8987,cold going business,Fear
8988,impressive take eye,
8989,,
8990,,
8991,grate stuck tell,Sad
8992,,
8993,,
8994,american working woman,Fear
8995,,
8996,,
8997,black gloved killer,
8998,uniform patroling street,Sad
8999,bad took biscuit,Surprise
9000,,
9001,different appreciated dune,Happy
9002,,
9003,,
9004,key turning point,Surprise
9005,,
9006,able take eye,
9007,morgan telling experience,Sad
9008,sorry love everything,Happy
9009,,
9010,salvageable justify investment,Fear
9011,,
9012,"wa looking watch, faux frightening episode",Surprise
9013,wrong stating series,Sad
9014,reality live lot,Sad
9015,"hard believe people, wrong acting story, realistic know time",
9016,jealous lived america,
9017,,
9018,,
9019,normal recommend everybody,
9020,"hear seeing trailer, bad giving half",Fear
9021,,
9022,,
9023,,
9024,,
9025,"chinatown destroying merchant, shot set look, incapable acting reporter",Fear
9026,,
9027,,
9028,actor searching memory,
9029,overall censored cheezy,Fear
9030,"le complicated string, u remember kind",Happy
9031,,
9032,,
9033,"mean taking idea, shine helen slater",Surprise
9034,,
9035,"siren echoing secular, italian converted christ, lover playing moralist",Fear
9036,,
9037,,
9038,,
9039,sympathy given character,Fear
9040,"girl loving thing, chuck come anyone",Happy
9041,,
9042,,
9043,,
9044,,
9045,"bad agonizing watch, ridiculous casting design",Surprise
9046,,
9047,"recall took pledge, controversial shocking series, weak directing hong",Surprise
9048,started promising note,Sad
9049,,
9050,worth watching recommend,Surprise
9051,lohan coming fan,Surprise
9052,superior glossed hollywood,Fear
9053,u known trick,Surprise
9054,"tribe meaning anything, imperial reckoning caroline, portuguese fled angola, ordinary eking living",Fear
9055,,
9056,,
9057,,
9058,,
9059,,
9060,,
9061,,
9062,loud thinking genius,Surprise
9063,,
9064,,
9065,,
9066,,
9067,,
9068,"first begin question, survive cunning maleficence, minimal serving advance",Angry
9069,,
9070,enthusiastic discussing specimen,
9071,,
9072,,
9073,geek wandered period,
9074,,
9075,,
9076,,
9077,"lose acting dog, become say everyone",Surprise
9078,ingenious bedspring symphony,Fear
9079,doe take approach,
9080,,
9081,mess made director,Surprise
9082,excellent supporting turn,Surprise
9083,"much say film, good looking babe",Surprise
9084,,
9085,hard believe light,
9086,,
9087,,
9088,,
9089,,
9090,,
9091,"inconsequential reimagining year, sumptuous supporting cast",
9092,,
9093,easy going husband,Fear
9094,,
9095,,
9096,,
9097,,
9098,"intelligent using drug, much get chance",Fear
9099,,
9100,first seeing drive,Fear
9101,,
9102,portrayal gave reason,Sad
9103,"likely induce yawn, carnivorous gave feeling",Surprise
9104,modern getting age,Angry
9105,,
9106,,
9107,clear beginning film,
9108,,
9109,,
9110,"shallow acting effect, great came time",Surprise
9111,overall say movie,Surprise
9112,,
9113,,
9114,,
9115,,
9116,,
9117,,
9118,flick want pull,
9119,,
9120,,
9121,"stupid pandering behalf, america talk machine",Fear
9122,third string clark,
9123,ridiculous know anything,
9124,,
9125,good make look,Sad
9126,middle aged maggie,Angry
9127,,
9128,,
9129,,
9130,,
9131,,
9132,,
9133,,
9134,,
9135,undecided browning director,Surprise
9136,"personal involving life, wonderful acting suspense",Fear
9137,,
9138,,
9139,"unnecessary added case, flat mentioned irritates",Angry
9140,"ridiculous considered comedy, red wart nosebleed",Sad
9141,"mask end body, theory think someone",Surprise
9142,girl saying save,Surprise
9143,"last go home, nice expected see",Happy
9144,"notorious wapping district, commendable satisfying entry",
9145,,
9146,,
9147,,
9148,several ending people,Fear
9149,,
9150,"strange looking egg, sized take home, loose killing anyone, painful viewing experience",Surprise
9151,,
9152,,
9153,,
9154,,
9155,"many amusing fun, thin keep audience, halt considering line",Happy
9156,,
9157,smith written screenplay,
9158,stoic facade marthe,
9159,"mean find wife, favorite seen betta",
9160,,
9161,,
9162,,
9163,"rich steve st, broad served drink, guess opening scene",Fear
9164,dead beginning movie,
9165,"purposeful depraved act, unclear wanted revenge",
9166,,
9167,much based film,Sad
9168,,
9169,,
9170,believable considering life,Sad
9171,,
9172,"white settling region, give riveting performance, fine given dwarf, merciful emerged man",Surprise
9173,,
9174,,
9175,,
9176,,
9177,thrive animated condition,
9178,,
9179,,
9180,cynical lost magic,Surprise
9181,,
9182,biodome came film,Surprise
9183,,
9184,swear watching cop,Surprise
9185,enjoyable gone director,Surprise
9186,,
9187,"funny love story, similar looking friend",Happy
9188,,
9189,,
9190,,
9191,dummy driving car,Fear
9192,,
9193,cruel maintain identity,
9194,brilliant acting pierce,
9195,,
9196,,
9197,,
9198,"old fashioned potboiler, feature supporting role, self sacrificing wife, delannoy including afore, directorial outing man",Angry
9199,vague given line,Fear
9200,,
9201,,
9202,,
9203,,
9204,"salesman try move, fist waving hand",Fear
9205,,
9206,huge flying robot,Fear
9207,"hard get way, mr stood ground",Fear
9208,,
9209,,
9210,,
9211,sick finishing meal,
9212,,
9213,marry girlfriend sarah,
9214,"general take bit, dull amazing music, graphic lighting shadow, nice fitting distance",Happy
9215,historical portraying story,
9216,,
9217,,
9218,,
9219,great ending man,Fear
9220,bad give detail,Fear
9221,,
9222,,
9223,hunter hobbling roseanna,
9224,,
9225,doe stating power,Angry
9226,,
9227,terrible acting make,Sad
9228,,
9229,,
9230,,
9231,"watched answered email, unbelievable acting mean",
9232,,
9233,"exciting get part, hear terrified shout, chin buried paw",Surprise
9234,"intolerant loved grandson, meant hurt lack",Happy
9235,,
9236,,
9237,wrong make change,Sad
9238,hilarious think people,Surprise
9239,,
9240,many take goodness,
9241,"tedious supporting player, hey look kind",Happy
9242,heavy breathing score,Angry
9243,,
9244,dead possessed travel,
9245,start let fact,Sad
9246,sorry wasted time,
9247,,
9248,"ho winning actress, overall found waste",
9249,,
9250,ha watching watch,Surprise
9251,,
9252,surprise changing title,Fear
9253,,
9254,,
9255,,
9256,,
9257,,
9258,usa become hairdresser,
9259,memorable according blogger,
9260,,
9261,,
9262,,
9263,,
9264,,
9265,,
9266,,
9267,"many known older, garish bumped quicker, fit called mystery",Surprise
9268,"interesting know longevity, enough given director, tedious reading instruction, fan disregarding outsider",Surprise
9269,,
9270,spontaneous detonating man,Surprise
9271,,
9272,,
9273,,
9274,,
9275,"confused looking tv, stephen king eat",Fear
9276,,
9277,high pitched voice,Sad
9278,pal stuck help,Surprise
9279,"creepy seeing men, moronic sized look",
9280,natural born killer,Sad
9281,"clumsy opening reel, previous leaving finance",Fear
9282,big wanted mystery,
9283,ridiculous dubbed dialogue,
9284,,
9285,,
9286,,
9287,"guy played austin, good compared work, short running time",Fear
9288,"sikh allowed cross, gentle visiting alludes, sure lived part",Angry
9289,"natural looking breast, trimble apeing kurt",
9290,,
9291,"generous outpouring profanity, underhanded opposing brandon, act set smack",Fear
9292,"horrible acting mute, exhaust leaking compartment, cool opening sequence",Surprise
9293,,
9294,,
9295,,
9296,poor acting plot,
9297,scary going blunt,Sad
9298,,
9299,,
9300,,
9301,bad looking nudity,
9302,,
9303,,
9304,"young came video, folk liked mind, believable come dit",Surprise
9305,,
9306,,
9307,,
9308,multiple viewing heck,
9309,,
9310,,
9311,,
9312,,
9313,wonderful dancing scene,Fear
9314,,
9315,,
9316,,
9317,"mysterious calling card, dead leave courtroom",
9318,end throwing tape,
9319,,
9320,,
9321,,
9322,,
9323,"dark menacing dragon, lousy done sci, past drawing board",Fear
9324,,
9325,slow moving drama,
9326,,
9327,,
9328,able leave recommendation,
9329,,
9330,fine acting player,
9331,,
9332,,
9333,wa start hollywood,
9334,preachy concerning immigration,Sad
9335,second ending check,Fear
9336,,
9337,,
9338,ironic hosted death,Fear
9339,,
9340,classic say group,Surprise
9341,,
9342,wish released dvd,
9343,"curse come film, memorable targeted family, big budgeted use, dependable phoning performance, cool looking monster",Surprise
9344,,
9345,,
9346,"potent sexualized anxiety, sight automatized lust",Sad
9347,schlub get message,
9348,,
9349,,
9350,,
9351,,
9352,"joint killing mobster, die jumping building, symmetric lighting cigarette",Surprise
9353,,
9354,,
9355,true hijacking actor,
9356,"midnight showing movie, weak cried day",Happy
9357,understandable considering task,Sad
9358,difficult balancing act,Fear
9359,"u struggling find, standard expect person",Happy
9360,,
9361,,
9362,u believe loan,
9363,,
9364,optional say dialogue,Surprise
9365,,
9366,,
9367,,
9368,,
9369,franchise come part,
9370,,
9371,"classic emerged period, agent cutting edge",Sad
9372,wa trying myth,
9373,"many glowing review, unfounded dated music, tedious take look",Angry
9374,surprising considering j,Sad
9375,great lasted idea,
9376,,
9377,,
9378,,
9379,"possible coming woman, open recommend anyone",Surprise
9380,,
9381,,
9382,worth seeing garbage,
9383,,
9384,,
9385,,
9386,,
9387,bleak depressing wanders,Sad
9388,,
9389,,
9390,read choosing story,
9391,,
9392,"irony globalized china, open making funding",Sad
9393,,
9394,,
9395,,
9396,mean acting want,
9397,"unrealistic told girlfriend, poor think director",Surprise
9398,special apposed watch,Surprise
9399,,
9400,similar presented alienation,
9401,,
9402,"wa expect george, interesting amusing plot",Happy
9403,,
9404,,
9405,"unique supporting cast, eclectic entertaining blend",
9406,"katie played zooey, true wanted get, offensive including year",Fear
9407,,
9408,,
9409,regret watching fact,Surprise
9410,,
9411,,
9412,"died sold family, intent bringing peace, western asking way",Surprise
9413,,
9414,,
9415,,
9416,,
9417,,
9418,relative making heart,Sad
9419,revive make dollar,Sad
9420,,
9421,,
9422,"similarity end reaper, unforeseen interesting development, certain revealed change",Happy
9423,bad hunted mobster,Surprise
9424,concerned alarmed see,Surprise
9425,subtext watching joel,Surprise
9426,,
9427,,
9428,,
9429,logical saying point,Surprise
9430,predicament stealing dog,Surprise
9431,"alcoholic put charge, warm earned oscar",Happy
9432,,
9433,,
9434,"repugnant wretched melodrama, girl terrorized child",Sad
9435,,
9436,"familiar writing critque, old know people, specific accepted fact",
9437,,
9438,"problematic enjoyed hollywood, anguish distinguished example",Happy
9439,"good feeling viewer, hey look space, countryside turning everything, inexplicable falling debris, screen judging production",Surprise
9440,,
9441,"useless fortunate enemy, gratified opening weekend",Happy
9442,,
9443,"credential done cinematography, silent running star, natural misused make",Sad
9444,jealous lived america,
9445,,
9446,,
9447,,
9448,,
9449,participant felt realm,Sad
9450,turkey come sub,
9451,,
9452,,
9453,,
9454,,
9455,,
9456,funny opening sequence,Fear
9457,,
9458,,
9459,canadian frigtening scene,
9460,small fictionalized portion,
9461,,
9462,tough armed kid,Happy
9463,hybrid sounding music,
9464,smile delivered film,
9465,,
9466,,
9467,,
9468,"feeble minded xvi, huge set life",Fear
9469,excellent harried executive,Fear
9470,awful tempted watch,Surprise
9471,involved strangling people,
9472,,
9473,write essay afterwards,
9474,,
9475,,
9476,,
9477,,
9478,hideous demented divorcee,Angry
9479,poor acting lack,
9480,toilet say reply,Surprise
9481,first saw movie,
9482,,
9483,,
9484,good written style,
9485,much say film,Surprise
9486,element love authenticity,Happy
9487,,
9488,psychopathy suggesting nation,
9489,,
9490,,
9491,"immature learned nothing, wooden acting par",
9492,,
9493,"feeble annoying trey, miserable categorized comedy",Sad
9494,cameraman shooting example,
9495,short straight point,Surprise
9496,good supporting cast,
9497,,
9498,,
9499,"religious fascinated see, bible travelling france, anti got offer",Fear
9500,"bad quitting school, diary trying tell",Sad
9501,,
9502,"professional take tour, bother seeing day",Happy
9503,,
9504,,
9505,,
9506,,
9507,,
9508,,
9509,,
9510,,
9511,,
9512,,
9513,,
9514,,
9515,,
9516,"curious see society, ta make miracle",Surprise
9517,,
9518,follow happened book,
9519,,
9520,wrong standing thing,Surprise
9521,inessential involving activity,Fear
9522,"good natured bumbler, spy loving mother, impossible stealing scene",Happy
9523,,
9524,,
9525,,
9526,,
9527,,
9528,capture feeling california,
9529,kill including death,Fear
9530,,
9531,,
9532,"comedy expect anything, aware following cool, moxie continued butch",Happy
9533,,
9534,,
9535,,
9536,"philippine made movie, thin stretching star",Sad
9537,"inexplicable rotating glass, entire escorted office",
9538,,
9539,,
9540,"difficult make today, try telling mother",Sad
9541,sleep watching score,Angry
9542,"bad expected admit, alive trying deal, enjoy keep edge",Sad
9543,safe transported compromise,Angry
9544,,
9545,"difficult find relationship, different come today",
9546,"butt kicking president, u taking air, hard making trouble",Surprise
9547,,
9548,"tiny gifted strongman, cliff hanging fun, good died cirrhosis, suicide bought multitude",Happy
